State,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Year,Start_Month
New Hampshire,2020-10-14,2020-10-26,31,27,35.2,27.0 - 35.2,2020,Oct
New Jersey,2020-10-14,2020-10-26,35.7,31.7,39.9,31.7 - 39.9,2020,Oct
New Mexico,2020-10-14,2020-10-26,46.3,41.4,51.2,41.4 - 51.2,2020,Oct
New York,2020-10-14,2020-10-26,38.9,35.1,42.8,35.1 - 42.8,2020,Oct
North Carolina,2020-10-14,2020-10-26,32.4,28.1,36.9,28.1 - 36.9,2020,Oct
North Dakota,2020-10-14,2020-10-26,30.9,26.5,35.5,26.5 - 35.5,2020,Oct
Ohio,2020-10-14,2020-10-26,37.2,32.8,41.8,32.8 - 41.8,2020,Oct
Oklahoma,2020-10-14,2020-10-26,39.3,35.2,43.5,35.2 - 43.5,2020,Oct
Oregon,2020-10-14,2020-10-26,41.4,38.3,44.5,38.3 - 44.5,2020,Oct
Pennsylvania,2020-10-14,2020-10-26,35.4,31.9,39.1,31.9 - 39.1,2020,Oct
Rhode Island,2020-10-14,2020-10-26,39.1,34.2,44.1,34.2 - 44.1,2020,Oct
South Carolina,2020-10-14,2020-10-26,36.5,32,41.2,32.0 - 41.2,2020,Oct
South Dakota,2020-10-14,2020-10-26,28.7,24.3,33.3,24.3 - 33.3,2020,Oct
Tennessee,2020-10-14,2020-10-26,37.8,34.1,41.5,34.1 - 41.5,2020,Oct
Texas,2020-10-14,2020-10-26,41.4,38.1,44.7,38.1 - 44.7,2020,Oct
Utah,2020-10-14,2020-10-26,33.1,30.8,35.4,30.8 - 35.4,2020,Oct
Vermont,2020-10-14,2020-10-26,36.1,31.3,41.2,31.3 - 41.2,2020,Oct
Virginia,2020-10-14,2020-10-26,35.6,31.8,39.5,31.8 - 39.5,2020,Oct
Washington,2020-10-14,2020-10-26,41.7,38.6,44.8,38.6 - 44.8,2020,Oct
West Virginia,2020-10-14,2020-10-26,36,31,41.3,31.0 - 41.3,2020,Oct
Wisconsin,2020-10-14,2020-10-26,36,32.7,39.5,32.7 - 39.5,2020,Oct
Wyoming,2020-10-14,2020-10-26,32,27.5,36.9,27.5 - 36.9,2020,Oct
Alabama,2020-10-28,2020-11-09,33.8,27.5,40.5,27.5 - 40.5,2020,Oct
Alaska,2020-10-28,2020-11-09,27.1,22.5,32.1,22.5 - 32.1,2020,Oct
Arizona,2020-10-28,2020-11-09,27.2,22.5,32.3,22.5 - 32.3,2020,Oct
Arkansas,2020-10-28,2020-11-09,28.3,23.4,33.5,23.4 - 33.5,2020,Oct
California,2020-10-28,2020-11-09,29.7,26.1,33.5,26.1 - 33.5,2020,Oct
Colorado,2020-10-28,2020-11-09,29.2,25.7,32.8,25.7 - 32.8,2020,Oct
Connecticut,2020-10-28,2020-11-09,26.6,21.9,31.8,21.9 - 31.8,2020,Oct
Delaware,2020-10-28,2020-11-09,28,20.4,36.7,20.4 - 36.7,2020,Oct
District of Columbia,2020-10-28,2020-11-09,31.1,25.2,37.6,25.2 - 37.6,2020,Oct
Florida,2020-10-28,2020-11-09,30.1,25.7,34.9,25.7 - 34.9,2020,Oct
Georgia,2020-10-28,2020-11-09,30.9,25.6,36.6,25.6 - 36.6,2020,Oct
Hawaii,2020-10-28,2020-11-09,30.1,23.2,37.8,23.2 - 37.8,2020,Oct
Idaho,2020-10-28,2020-11-09,28.1,23.7,32.9,23.7 - 32.9,2020,Oct
Illinois,2020-10-28,2020-11-09,28.5,24.7,32.6,24.7 - 32.6,2020,Oct
Indiana,2020-10-28,2020-11-09,29.4,25.1,34,25.1 - 34.0,2020,Oct
Iowa,2020-10-28,2020-11-09,29.4,24.2,35.1,24.2 - 35.1,2020,Oct
Kansas,2020-10-28,2020-11-09,30.9,26.3,35.9,26.3 - 35.9,2020,Oct
Kentucky,2020-10-28,2020-11-09,27.1,22.1,32.6,22.1 - 32.6,2020,Oct
Louisiana,2020-10-28,2020-11-09,30.3,25.2,35.7,25.2 - 35.7,2020,Oct
Maine,2020-10-28,2020-11-09,27.8,23.5,32.5,23.5 - 32.5,2020,Oct
Maryland,2020-10-28,2020-11-09,24.7,21.3,28.3,21.3 - 28.3,2020,Oct
Massachusetts,2020-10-28,2020-11-09,28.2,24.2,32.4,24.2 - 32.4,2020,Oct
Michigan,2020-10-28,2020-11-09,22.2,18.8,26,18.8 - 26.0,2020,Oct
Minnesota,2020-10-28,2020-11-09,23.8,20.7,27.3,20.7 - 27.3,2020,Oct
Mississippi,2020-10-28,2020-11-09,28.8,22,36.3,22.0 - 36.3,2020,Oct
Missouri,2020-10-28,2020-11-09,27.5,22.2,33.2,22.2 - 33.2,2020,Oct
Montana,2020-10-28,2020-11-09,22.9,18.5,27.8,18.5 - 27.8,2020,Oct
Nebraska,2020-10-28,2020-11-09,23.8,19.7,28.3,19.7 - 28.3,2020,Oct
Nevada,2020-10-28,2020-11-09,34,28.1,40.3,28.1 - 40.3,2020,Oct
New Hampshire,2020-10-28,2020-11-09,21.5,17.9,25.4,17.9 - 25.4,2020,Oct
New Jersey,2020-10-28,2020-11-09,23.2,19.2,27.6,19.2 - 27.6,2020,Oct
New Mexico,2020-10-28,2020-11-09,32.6,26.3,39.4,26.3 - 39.4,2020,Oct
New York,2020-10-28,2020-11-09,22,19,25.2,19.0 - 25.2,2020,Oct
North Carolina,2020-10-28,2020-11-09,27.6,21.8,34.1,21.8 - 34.1,2020,Oct
North Dakota,2020-10-28,2020-11-09,17,13.1,21.4,13.1 - 21.4,2020,Oct
Ohio,2020-10-28,2020-11-09,26.7,22.2,31.4,22.2 - 31.4,2020,Oct
Oklahoma,2020-10-28,2020-11-09,27.1,22.9,31.7,22.9 - 31.7,2020,Oct
Oregon,2020-10-28,2020-11-09,29,25.3,32.9,25.3 - 32.9,2020,Oct
Pennsylvania,2020-10-28,2020-11-09,27.8,23.8,32.1,23.8 - 32.1,2020,Oct
Rhode Island,2020-10-28,2020-11-09,25.6,19.9,31.9,19.9 - 31.9,2020,Oct
South Carolina,2020-10-28,2020-11-09,28.2,22.6,34.4,22.6 - 34.4,2020,Oct
South Dakota,2020-10-28,2020-11-09,20,15.9,24.5,15.9 - 24.5,2020,Oct
Tennessee,2020-10-28,2020-11-09,25,21,29.4,21.0 - 29.4,2020,Oct
Texas,2020-10-28,2020-11-09,31.2,27.1,35.6,27.1 - 35.6,2020,Oct
Utah,2020-10-28,2020-11-09,24.3,20.7,28.2,20.7 - 28.2,2020,Oct
Vermont,2020-10-28,2020-11-09,30,23.6,37.1,23.6 - 37.1,2020,Oct
Virginia,2020-10-28,2020-11-09,24,20.5,27.7,20.5 - 27.7,2020,Oct
Washington,2020-10-28,2020-11-09,24.4,21.3,27.6,21.3 - 27.6,2020,Oct
West Virginia,2020-10-28,2020-11-09,25.7,20.6,31.2,20.6 - 31.2,2020,Oct
Wisconsin,2020-10-28,2020-11-09,27,22.5,31.8,22.5 - 31.8,2020,Oct
Wyoming,2020-10-28,2020-11-09,23.5,17.9,30,17.9 - 30.0,2020,Oct
Alabama,2020-10-28,2020-11-09,35.3,29.8,41.1,29.8 - 41.1,2020,Oct
Alaska,2020-10-28,2020-11-09,32.7,28.7,36.9,28.7 - 36.9,2020,Oct
Arizona,2020-10-28,2020-11-09,35.5,30.4,40.9,30.4 - 40.9,2020,Oct
Arkansas,2020-10-28,2020-11-09,38.8,33.8,43.8,33.8 - 43.8,2020,Oct
California,2020-10-28,2020-11-09,38.2,35,41.5,35.0 - 41.5,2020,Oct
Colorado,2020-10-28,2020-11-09,40.5,36.8,44.2,36.8 - 44.2,2020,Oct
Connecticut,2020-10-28,2020-11-09,38.2,33.7,42.9,33.7 - 42.9,2020,Oct
Delaware,2020-10-28,2020-11-09,37.7,30.5,45.4,30.5 - 45.4,2020,Oct
District of Columbia,2020-10-28,2020-11-09,45.6,38.9,52.4,38.9 - 52.4,2020,Oct
Florida,2020-10-28,2020-11-09,38.3,33.8,43,33.8 - 43.0,2020,Oct
Georgia,2020-10-28,2020-11-09,39,33.9,44.2,33.9 - 44.2,2020,Oct
Hawaii,2020-10-28,2020-11-09,37,30.3,44.1,30.3 - 44.1,2020,Oct
Idaho,2020-10-28,2020-11-09,35.3,30.8,40,30.8 - 40.0,2020,Oct
Illinois,2020-10-28,2020-11-09,36.2,31.5,41.1,31.5 - 41.1,2020,Oct
Indiana,2020-10-28,2020-11-09,35,31,39.1,31.0 - 39.1,2020,Oct
Iowa,2020-10-28,2020-11-09,41,35.6,46.6,35.6 - 46.6,2020,Oct
Kansas,2020-10-28,2020-11-09,40.4,36.2,44.7,36.2 - 44.7,2020,Oct
Kentucky,2020-10-28,2020-11-09,37.6,31.4,44,31.4 - 44.0,2020,Oct
Louisiana,2020-10-28,2020-11-09,37.6,32.2,43.2,32.2 - 43.2,2020,Oct
Maine,2020-10-28,2020-11-09,40.5,35.2,46,35.2 - 46.0,2020,Oct
Maryland,2020-10-28,2020-11-09,35.7,30.9,40.7,30.9 - 40.7,2020,Oct
Massachusetts,2020-10-28,2020-11-09,37.6,33.4,42,33.4 - 42.0,2020,Oct
Michigan,2020-10-28,2020-11-09,31.1,27.2,35.1,27.2 - 35.1,2020,Oct
Minnesota,2020-10-28,2020-11-09,33.6,30.5,36.9,30.5 - 36.9,2020,Oct
Mississippi,2020-10-28,2020-11-09,37.8,31.8,44.1,31.8 - 44.1,2020,Oct
Missouri,2020-10-28,2020-11-09,35.5,29.5,41.9,29.5 - 41.9,2020,Oct
Montana,2020-10-28,2020-11-09,36.6,31,42.5,31.0 - 42.5,2020,Oct
Nebraska,2020-10-28,2020-11-09,33,28,38.2,28.0 - 38.2,2020,Oct
Nevada,2020-10-28,2020-11-09,39.9,34.2,45.8,34.2 - 45.8,2020,Oct
New Hampshire,2020-10-28,2020-11-09,36,31.3,41,31.3 - 41.0,2020,Oct
New Jersey,2020-10-28,2020-11-09,33.5,28.4,38.9,28.4 - 38.9,2020,Oct
New Mexico,2020-10-28,2020-11-09,40.1,34.1,46.4,34.1 - 46.4,2020,Oct
New York,2020-10-28,2020-11-09,33,29.1,37,29.1 - 37.0,2020,Oct
North Carolina,2020-10-28,2020-11-09,36,30.7,41.5,30.7 - 41.5,2020,Oct
North Dakota,2020-10-28,2020-11-09,22.3,17,28.4,17.0 - 28.4,2020,Oct
Ohio,2020-10-28,2020-11-09,37.1,33.7,40.7,33.7 - 40.7,2020,Oct
Oklahoma,2020-10-28,2020-11-09,40,35,45.1,35.0 - 45.1,2020,Oct
Oregon,2020-10-28,2020-11-09,38.4,34.9,42,34.9 - 42.0,2020,Oct
Pennsylvania,2020-10-28,2020-11-09,36.1,31.8,40.7,31.8 - 40.7,2020,Oct
Rhode Island,2020-10-28,2020-11-09,38.6,31.7,45.8,31.7 - 45.8,2020,Oct
South Carolina,2020-10-28,2020-11-09,37.3,31.3,43.6,31.3 - 43.6,2020,Oct
South Dakota,2020-10-28,2020-11-09,28.6,24.2,33.3,24.2 - 33.3,2020,Oct
Tennessee,2020-10-28,2020-11-09,32.5,28.4,36.8,28.4 - 36.8,2020,Oct
Texas,2020-10-28,2020-11-09,37.2,33.1,41.4,33.1 - 41.4,2020,Oct
Utah,2020-10-28,2020-11-09,33,29.3,36.8,29.3 - 36.8,2020,Oct
Vermont,2020-10-28,2020-11-09,37.3,31.6,43.3,31.6 - 43.3,2020,Oct
Virginia,2020-10-28,2020-11-09,30.5,26.6,34.5,26.6 - 34.5,2020,Oct
Washington,2020-10-28,2020-11-09,34.7,31.5,38.1,31.5 - 38.1,2020,Oct
West Virginia,2020-10-28,2020-11-09,35.7,29.2,42.7,29.2 - 42.7,2020,Oct
Wisconsin,2020-10-28,2020-11-09,36,31,41.2,31.0 - 41.2,2020,Oct
Wyoming,2020-10-28,2020-11-09,30,24.3,36.1,24.3 - 36.1,2020,Oct
Alabama,2020-10-28,2020-11-09,44.8,38.6,51.2,38.6 - 51.2,2020,Oct
Alaska,2020-10-28,2020-11-09,38.2,33.8,42.8,33.8 - 42.8,2020,Oct
Arizona,2020-10-28,2020-11-09,40.3,35.2,45.6,35.2 - 45.6,2020,Oct
Arkansas,2020-10-28,2020-11-09,41.6,36.3,47,36.3 - 47.0,2020,Oct
California,2020-10-28,2020-11-09,43.7,40.1,47.4,40.1 - 47.4,2020,Oct
Colorado,2020-10-28,2020-11-09,43.3,39.7,47,39.7 - 47.0,2020,Oct
Connecticut,2020-10-28,2020-11-09,41.8,37.3,46.5,37.3 - 46.5,2020,Oct
Delaware,2020-10-28,2020-11-09,41.5,34.2,49.1,34.2 - 49.1,2020,Oct
District of Columbia,2020-10-28,2020-11-09,50.1,43.2,56.9,43.2 - 56.9,2020,Oct
Florida,2020-10-28,2020-11-09,43.6,39.5,47.7,39.5 - 47.7,2020,Oct
Georgia,2020-10-28,2020-11-09,46.4,41,51.9,41.0 - 51.9,2020,Oct
Hawaii,2020-10-28,2020-11-09,43.4,36.5,50.4,36.5 - 50.4,2020,Oct
Idaho,2020-10-28,2020-11-09,42.2,37.1,47.4,37.1 - 47.4,2020,Oct
Illinois,2020-10-28,2020-11-09,41.8,37.1,46.6,37.1 - 46.6,2020,Oct
Indiana,2020-10-28,2020-11-09,40.9,36.3,45.5,36.3 - 45.5,2020,Oct
Iowa,2020-10-28,2020-11-09,44.3,38.7,50.1,38.7 - 50.1,2020,Oct
Kansas,2020-10-28,2020-11-09,43.6,39.1,48.1,39.1 - 48.1,2020,Oct
Kentucky,2020-10-28,2020-11-09,40.8,34.7,47.3,34.7 - 47.3,2020,Oct
Louisiana,2020-10-28,2020-11-09,42.3,36.4,48.3,36.4 - 48.3,2020,Oct
Maine,2020-10-28,2020-11-09,43.8,38.8,48.9,38.8 - 48.9,2020,Oct
Maryland,2020-10-28,2020-11-09,39.7,34.9,44.7,34.9 - 44.7,2020,Oct
Massachusetts,2020-10-28,2020-11-09,42.8,38.5,47.1,38.5 - 47.1,2020,Oct
Michigan,2020-10-28,2020-11-09,34.8,30.9,38.8,30.9 - 38.8,2020,Oct
Minnesota,2020-10-28,2020-11-09,37.1,33.8,40.4,33.8 - 40.4,2020,Oct
Mississippi,2020-10-28,2020-11-09,42.7,36.9,48.7,36.9 - 48.7,2020,Oct
Missouri,2020-10-28,2020-11-09,40.3,34,46.8,34.0 - 46.8,2020,Oct
Montana,2020-10-28,2020-11-09,39.4,33.9,45.1,33.9 - 45.1,2020,Oct
Nebraska,2020-10-28,2020-11-09,38.1,33.1,43.4,33.1 - 43.4,2020,Oct
Nevada,2020-10-28,2020-11-09,47.3,41.6,53.1,41.6 - 53.1,2020,Oct
New Hampshire,2020-10-28,2020-11-09,39.2,34.4,44.1,34.4 - 44.1,2020,Oct
New Jersey,2020-10-28,2020-11-09,36.9,31.9,42.2,31.9 - 42.2,2020,Oct
New Mexico,2020-10-28,2020-11-09,44.2,38.1,50.5,38.1 - 50.5,2020,Oct
New York,2020-10-28,2020-11-09,36.5,32.5,40.6,32.5 - 40.6,2020,Oct
North Carolina,2020-10-28,2020-11-09,42.3,36.3,48.4,36.3 - 48.4,2020,Oct
North Dakota,2020-10-28,2020-11-09,25.5,19.8,31.9,19.8 - 31.9,2020,Oct
Ohio,2020-10-28,2020-11-09,42,37.7,46.4,37.7 - 46.4,2020,Oct
Oklahoma,2020-10-28,2020-11-09,43.3,38.3,48.5,38.3 - 48.5,2020,Oct
Oregon,2020-10-28,2020-11-09,44.1,40.3,47.9,40.3 - 47.9,2020,Oct
Pennsylvania,2020-10-28,2020-11-09,41.3,36.9,45.8,36.9 - 45.8,2020,Oct
Rhode Island,2020-10-28,2020-11-09,42.3,35.6,49.1,35.6 - 49.1,2020,Oct
South Carolina,2020-10-28,2020-11-09,41.4,35.3,47.8,35.3 - 47.8,2020,Oct
South Dakota,2020-10-28,2020-11-09,32.3,27.4,37.6,27.4 - 37.6,2020,Oct
Tennessee,2020-10-28,2020-11-09,36.7,32.3,41.3,32.3 - 41.3,2020,Oct
Texas,2020-10-28,2020-11-09,44.4,40.1,48.7,40.1 - 48.7,2020,Oct
Utah,2020-10-28,2020-11-09,36.4,32.6,40.4,32.6 - 40.4,2020,Oct
Vermont,2020-10-28,2020-11-09,43.8,37.7,49.9,37.7 - 49.9,2020,Oct
Virginia,2020-10-28,2020-11-09,36.7,32.7,40.9,32.7 - 40.9,2020,Oct
Washington,2020-10-28,2020-11-09,38.8,35.3,42.3,35.3 - 42.3,2020,Oct
West Virginia,2020-10-28,2020-11-09,39.3,32.4,46.5,32.4 - 46.5,2020,Oct
Wisconsin,2020-10-28,2020-11-09,39.2,34.2,44.4,34.2 - 44.4,2020,Oct
Wyoming,2020-10-28,2020-11-09,37,30.8,43.5,30.8 - 43.5,2020,Oct
Alabama,2020-11-11,2020-11-23,31.5,26.6,36.7,26.6 - 36.7,2020,Nov
Alaska,2020-11-11,2020-11-23,30,26.9,33.4,26.9 - 33.4,2020,Nov
Arizona,2020-11-11,2020-11-23,28.7,24.6,33,24.6 - 33.0,2020,Nov
Arkansas,2020-11-11,2020-11-23,32.7,27.7,38,27.7 - 38.0,2020,Nov
California,2020-11-11,2020-11-23,30.7,27.7,33.8,27.7 - 33.8,2020,Nov
Colorado,2020-11-11,2020-11-23,26,23.5,28.8,23.5 - 28.8,2020,Nov
Connecticut,2020-11-11,2020-11-23,25.3,21.2,29.7,21.2 - 29.7,2020,Nov
Delaware,2020-11-11,2020-11-23,24.3,19.6,29.6,19.6 - 29.6,2020,Nov
District of Columbia,2020-11-11,2020-11-23,27.8,21.1,35.2,21.1 - 35.2,2020,Nov
Florida,2020-11-11,2020-11-23,30.5,26.1,35.1,26.1 - 35.1,2020,Nov
Georgia,2020-11-11,2020-11-23,29.2,25.1,33.5,25.1 - 33.5,2020,Nov
Hawaii,2020-11-11,2020-11-23,22.6,17.9,28,17.9 - 28.0,2020,Nov
Idaho,2020-11-11,2020-11-23,27.2,22.7,32.1,22.7 - 32.1,2020,Nov
Illinois,2020-11-11,2020-11-23,30.4,27,33.9,27.0 - 33.9,2020,Nov
Indiana,2020-11-11,2020-11-23,27,23.2,31.1,23.2 - 31.1,2020,Nov
Iowa,2020-11-11,2020-11-23,25.5,21.8,29.5,21.8 - 29.5,2020,Nov
Kansas,2020-11-11,2020-11-23,26.5,22.4,30.9,22.4 - 30.9,2020,Nov
Kentucky,2020-11-11,2020-11-23,26.5,22.5,30.8,22.5 - 30.8,2020,Nov
Louisiana,2020-11-11,2020-11-23,35.5,29.1,42.3,29.1 - 42.3,2020,Nov
Maine,2020-11-11,2020-11-23,25.8,20.6,31.6,20.6 - 31.6,2020,Nov
Maryland,2020-11-11,2020-11-23,26.7,23.3,30.2,23.3 - 30.2,2020,Nov
Massachusetts,2020-11-11,2020-11-23,27.5,24.1,31.2,24.1 - 31.2,2020,Nov
Michigan,2020-11-11,2020-11-23,26.8,23.6,30.1,23.6 - 30.1,2020,Nov
Minnesota,2020-11-11,2020-11-23,24.5,21,28.4,21.0 - 28.4,2020,Nov
Mississippi,2020-11-11,2020-11-23,30.1,24.3,36.3,24.3 - 36.3,2020,Nov
Missouri,2020-11-11,2020-11-23,26.6,20.9,32.8,20.9 - 32.8,2020,Nov
Montana,2020-11-11,2020-11-23,30.1,25.1,35.4,25.1 - 35.4,2020,Nov
Nebraska,2020-11-11,2020-11-23,26.5,22.5,30.9,22.5 - 30.9,2020,Nov
Nevada,2020-11-11,2020-11-23,32.5,27.6,37.8,27.6 - 37.8,2020,Nov
New Hampshire,2020-11-11,2020-11-23,24.2,19.8,29,19.8 - 29.0,2020,Nov
New Jersey,2020-11-11,2020-11-23,26.2,22.7,29.9,22.7 - 29.9,2020,Nov
New Mexico,2020-11-11,2020-11-23,32.6,27.8,37.6,27.8 - 37.6,2020,Nov
New York,2020-11-11,2020-11-23,25.1,21.7,28.7,21.7 - 28.7,2020,Nov
North Carolina,2020-11-11,2020-11-23,26.9,22.4,31.7,22.4 - 31.7,2020,Nov
North Dakota,2020-11-11,2020-11-23,26.1,20.6,32.3,20.6 - 32.3,2020,Nov
Ohio,2020-11-11,2020-11-23,28.7,23.8,34,23.8 - 34.0,2020,Nov
Oklahoma,2020-11-11,2020-11-23,31.6,26.8,36.7,26.8 - 36.7,2020,Nov
Oregon,2020-11-11,2020-11-23,28.7,25.1,32.4,25.1 - 32.4,2020,Nov
Pennsylvania,2020-11-11,2020-11-23,27.9,23.9,32.3,23.9 - 32.3,2020,Nov
Rhode Island,2020-11-11,2020-11-23,29.9,25.1,35,25.1 - 35.0,2020,Nov
South Carolina,2020-11-11,2020-11-23,32.6,27.8,37.7,27.8 - 37.7,2020,Nov
South Dakota,2020-11-11,2020-11-23,27.4,21.4,34,21.4 - 34.0,2020,Nov
Tennessee,2020-11-11,2020-11-23,29.4,25.1,34,25.1 - 34.0,2020,Nov
Texas,2020-11-11,2020-11-23,31.4,28.2,34.7,28.2 - 34.7,2020,Nov
Utah,2020-11-11,2020-11-23,28.7,26,31.6,26.0 - 31.6,2020,Nov
Vermont,2020-11-11,2020-11-23,21.6,17.4,26.3,17.4 - 26.3,2020,Nov
Virginia,2020-11-11,2020-11-23,23.3,19.5,27.5,19.5 - 27.5,2020,Nov
Washington,2020-11-11,2020-11-23,27.7,24.4,31.2,24.4 - 31.2,2020,Nov
West Virginia,2020-11-11,2020-11-23,29.6,24,35.7,24.0 - 35.7,2020,Nov
Wisconsin,2020-11-11,2020-11-23,26.5,22.3,31.1,22.3 - 31.1,2020,Nov
Wyoming,2020-11-11,2020-11-23,26.8,22.1,32,22.1 - 32.0,2020,Nov
Alabama,2020-11-11,2020-11-23,40.1,35.1,45.4,35.1 - 45.4,2020,Nov
Alaska,2020-11-11,2020-11-23,40.3,36.3,44.4,36.3 - 44.4,2020,Nov
Arizona,2020-11-11,2020-11-23,39.2,35.4,43.1,35.4 - 43.1,2020,Nov
Arkansas,2020-11-11,2020-11-23,39,34.6,43.6,34.6 - 43.6,2020,Nov
California,2020-11-11,2020-11-23,39,35.5,42.7,35.5 - 42.7,2020,Nov
Colorado,2020-11-11,2020-11-23,42.2,37.8,46.6,37.8 - 46.6,2020,Nov
Connecticut,2020-11-11,2020-11-23,33.5,29.3,38,29.3 - 38.0,2020,Nov
Delaware,2020-11-11,2020-11-23,31.9,27.5,36.5,27.5 - 36.5,2020,Nov
District of Columbia,2020-11-11,2020-11-23,35.3,29.9,40.9,29.9 - 40.9,2020,Nov
Florida,2020-11-11,2020-11-23,33.9,29.7,38.3,29.7 - 38.3,2020,Nov
Georgia,2020-11-11,2020-11-23,34.8,30.2,39.7,30.2 - 39.7,2020,Nov
Hawaii,2020-11-11,2020-11-23,28.4,23.8,33.3,23.8 - 33.3,2020,Nov
Idaho,2020-11-11,2020-11-23,32.9,28.7,37.2,28.7 - 37.2,2020,Nov
Illinois,2020-11-11,2020-11-23,37.4,34.2,40.6,34.2 - 40.6,2020,Nov
Indiana,2020-11-11,2020-11-23,34.1,30.2,38.1,30.2 - 38.1,2020,Nov
Iowa,2020-11-11,2020-11-23,32.9,29.8,36.1,29.8 - 36.1,2020,Nov
Kansas,2020-11-11,2020-11-23,34.9,31.1,38.9,31.1 - 38.9,2020,Nov
Kentucky,2020-11-11,2020-11-23,32.4,27.6,37.4,27.6 - 37.4,2020,Nov
Louisiana,2020-11-11,2020-11-23,38.4,32.7,44.3,32.7 - 44.3,2020,Nov
Maine,2020-11-11,2020-11-23,35,29.3,41.2,29.3 - 41.2,2020,Nov
Maryland,2020-11-11,2020-11-23,36.1,32.4,39.9,32.4 - 39.9,2020,Nov
Massachusetts,2020-11-11,2020-11-23,37.5,34.4,40.6,34.4 - 40.6,2020,Nov
Michigan,2020-11-11,2020-11-23,35.2,32.1,38.4,32.1 - 38.4,2020,Nov
Minnesota,2020-11-11,2020-11-23,37.5,34.1,41,34.1 - 41.0,2020,Nov
Mississippi,2020-11-11,2020-11-23,37.7,30.7,45.1,30.7 - 45.1,2020,Nov
Missouri,2020-11-11,2020-11-23,33.3,27.8,39.3,27.8 - 39.3,2020,Nov
Montana,2020-11-11,2020-11-23,39.9,34.1,45.8,34.1 - 45.8,2020,Nov
Nebraska,2020-11-11,2020-11-23,34.9,30.6,39.4,30.6 - 39.4,2020,Nov
Nevada,2020-11-11,2020-11-23,43.2,37.5,49.1,37.5 - 49.1,2020,Nov
New Hampshire,2020-11-11,2020-11-23,33.8,29.3,38.4,29.3 - 38.4,2020,Nov
New Jersey,2020-11-11,2020-11-23,36.2,32.1,40.5,32.1 - 40.5,2020,Nov
New Mexico,2020-11-11,2020-11-23,42.6,37.6,47.7,37.6 - 47.7,2020,Nov
New York,2020-11-11,2020-11-23,36.6,32.7,40.7,32.7 - 40.7,2020,Nov
North Carolina,2020-11-11,2020-11-23,38.3,33.1,43.7,33.1 - 43.7,2020,Nov
North Dakota,2020-11-11,2020-11-23,32.6,26.6,39.2,26.6 - 39.2,2020,Nov
Ohio,2020-11-11,2020-11-23,38.1,33.1,43.2,33.1 - 43.2,2020,Nov
Oklahoma,2020-11-11,2020-11-23,42,37.3,46.8,37.3 - 46.8,2020,Nov
Oregon,2020-11-11,2020-11-23,40.8,37.2,44.4,37.2 - 44.4,2020,Nov
Pennsylvania,2020-11-11,2020-11-23,34.9,30.6,39.3,30.6 - 39.3,2020,Nov
Rhode Island,2020-11-11,2020-11-23,37.8,32.5,43.2,32.5 - 43.2,2020,Nov
South Carolina,2020-11-11,2020-11-23,36.4,29.5,43.8,29.5 - 43.8,2020,Nov
South Dakota,2020-11-11,2020-11-23,34.7,29.7,39.8,29.7 - 39.8,2020,Nov
Tennessee,2020-11-11,2020-11-23,38.2,33.1,43.5,33.1 - 43.5,2020,Nov
Texas,2020-11-11,2020-11-23,42.3,38.7,45.9,38.7 - 45.9,2020,Nov
Utah,2020-11-11,2020-11-23,38,34.5,41.7,34.5 - 41.7,2020,Nov
Vermont,2020-11-11,2020-11-23,36.2,31.5,41.1,31.5 - 41.1,2020,Nov
Virginia,2020-11-11,2020-11-23,34.3,30.3,38.4,30.3 - 38.4,2020,Nov
Washington,2020-11-11,2020-11-23,36.3,33.4,39.3,33.4 - 39.3,2020,Nov
West Virginia,2020-11-11,2020-11-23,36.6,30.4,43.2,30.4 - 43.2,2020,Nov
Wisconsin,2020-11-11,2020-11-23,31.4,27.2,35.9,27.2 - 35.9,2020,Nov
Wyoming,2020-11-11,2020-11-23,35.8,30.7,41.2,30.7 - 41.2,2020,Nov
Alabama,2020-11-11,2020-11-23,43.8,38.6,49,38.6 - 49.0,2020,Nov
Alaska,2020-11-11,2020-11-23,44.6,40.6,48.6,40.6 - 48.6,2020,Nov
Arizona,2020-11-11,2020-11-23,43.8,39.8,47.8,39.8 - 47.8,2020,Nov
Arkansas,2020-11-11,2020-11-23,44.2,38.8,49.7,38.8 - 49.7,2020,Nov
California,2020-11-11,2020-11-23,45.1,41.3,49,41.3 - 49.0,2020,Nov
Colorado,2020-11-11,2020-11-23,45.8,41.9,49.7,41.9 - 49.7,2020,Nov
Connecticut,2020-11-11,2020-11-23,37.5,33.2,41.9,33.2 - 41.9,2020,Nov
Delaware,2020-11-11,2020-11-23,35.9,30.8,41.2,30.8 - 41.2,2020,Nov
District of Columbia,2020-11-11,2020-11-23,40.3,33.4,47.5,33.4 - 47.5,2020,Nov
Florida,2020-11-11,2020-11-23,41.3,36.8,46,36.8 - 46.0,2020,Nov
Georgia,2020-11-11,2020-11-23,39.6,35.2,44.1,35.2 - 44.1,2020,Nov
Hawaii,2020-11-11,2020-11-23,32.1,27.4,36.9,27.4 - 36.9,2020,Nov
Idaho,2020-11-11,2020-11-23,40.5,35.9,45.3,35.9 - 45.3,2020,Nov
Illinois,2020-11-11,2020-11-23,42.6,39,46.3,39.0 - 46.3,2020,Nov
